(150, 8, 'Ilija',  'Knežević', 'M', '1997-02-26', 205, 80, 10),
(290, 8, 'Hana',  'Novak', 'F', '1997-06-07', 199, 99, 8),
(291, 8, 'Barbara',  'Dujmović', 'F', '2000-04-10', 173, 82, 4),
(292, 8, 'Lucija',  'Jakovljević', 'F', '1991-09-23', 169, 72, 3),
(293, 8, 'Tea',  'Kovaček', 'F', '1993-07-24', 207, 81, 1),
(294, 8, 'Maja',  'Ivančić', 'F', '1997-11-01', 191, 92, 5),
(295, 8, 'Vita',  'Matić', 'F', '2002-02-20', 176, 73, 7),
(296, 8, 'Klara',  'Šarić', 'F', '2006-07-16', 201, 97, 4),
(297, 8, 'Elena',  'Mlinarić', 'F', '1990-05-05', 174, 92, 8),
(298, 8, 'Tara',  'Kušec', 'F', '2002-08-30', 162, 89, 1),
(299, 8, 'Dunja',  'Perić', 'F', '1999-03-09', 163, 95, 4),
(300, 8, 'Dora',  'Kušec', 'F', '2007-10-29', 179, 75, 10),
(301, 8, 'Klara',  'Radoš', 'F', '1993-05-08', 173, 80, 8),
(302, 8, 'Dunja',  'Marinović', 'F', '2005-07-26', 164, 83, 5),
(303, 8, 'Luka',  'Kovaček', 'F', '2001-03-23', 178, 85, 9),
(304, 8, 'Nika',  'Kovačić', 'F', '2001-03-01', 171, 88, 5),
(305, 8, 'Marina',  'Blažević', 'F', '1993-07-30', 208, 84, 10),
(306, 8, 'Ana',  'Kralj', 'F', '2003-01-06', 203, 74, 8),
(307, 8, 'Dora',  'Radoš', 'F', '1990-08-25', 161, 86, 5),
(308, 8, 'Ivana',  'Marković', 'F', '2003-04-19', 188, 78, 9),
(309, 8, 'Monika',  'Dujmović', 'F', '1992-12-08', 190, 87, 8),
(310, 8, 'Bruno',  'Kos', 'M', '1996-05-16', 205, 100, 5),
(311, 8, 'David',  'Kovaček', 'M', '2002-08-31', 180, 71, 6),
(312, 8, 'Dominik',  'Barać', 'M', '1996-08-13', 203, 87, 5),
(313, 8, 'Gabriel',  'Horvat', 'M', '1995-03-24', 200, 72, 2),
(314, 8, 'David',  'Babić', 'M', '2004-03-09', 166, 72, 6),
(315, 8, 'Ljubomir',  'Šarić', 'M', '1994-01-21', 195, 73, 2),
(316, 8, 'Bruno',  'Đurđević', 'M', '2003-12-22', 172, 72, 7),
(317, 8, 'Ilija',  'Ivančić', 'M', '1994-12-09', 185, 85, 1),
(318, 8, 'Ivan',  'Mlinarić', 'M', '1990-04-14', 187, 89, 3),
(319, 8, 'Stipe',  'Kos', 'M', '1993-11-24', 186, 89, 9),
(320, 8, 'Antonio',  'Sudar', 'M', '1994-11-13', 161, 70, 10),
(321, 8, 'Josip',  'Kovač', 'M', '1998-05-06', 210, 96, 10),
(322, 8, 'Josip',  'Babić', 'M', '1997-05-02', 199, 91, 1),
(323, 8, 'Leo',  'Nikolić', 'M', '2001-12-26', 189, 82, 10),
(324, 8, 'Dario',  'Marinović', 'M', '2000-03-16', 173, 87, 9),
(325, 8, 'Bruno',  'Kušec', 'M', '2007-11-07', 173, 83, 3),
(326, 8, 'Bruno',  'Kovač', 'M', '2004-01-18', 170, 84, 2),
(327, 8, 'Matej',  'Mlinarić', 'M', '2000-05-01', 200, 96, 4),
(328, 8, 'Renato',  'Jakovljević', 'M', '2002-04-29', 160, 76, 3),
(329, 8, 'Lovro',  'Kovaček', 'M', '1996-07-15', 170, 71, 8),
(330, 8, 'Karla',  'Nikolić', 'F', '1991-11-24', 172, 95, 5),
(331, 8, 'Ana',  'Horvat', 'F', '2006-01-13', 162, 98, 8),
(332, 8, 'Magdalena',  'Kovačić', 'F', '1995-12-27', 189, 73, 3),
(333, 8, 'Lara',  'Knežević', 'F', '2002-08-29', 196, 78, 5),
(334, 8, 'Lorena',  'Dujmović', 'F', '1992-02-27', 166, 72, 3),
(335, 8, 'Hana',  'Matić', 'F', '2007-06-29', 206, 89, 9),
(336, 8, 'Viktoria',  'Grgić', 'F', '2000-09-12', 188, 99, 9),
(337, 8, 'Ana',  'Lovrić', 'F', '2007-10-26', 165, 76, 2),
(338, 8, 'Mia',  'Knežević', 'F', '1990-04-28', 190, 94, 2),
(339, 8, 'Viktoria',  'Mikulić', 'F', '1992-07-26', 205, 77, 7),
(340, 8, 'Lena',  'Dujmović', 'F', '1993-10-31', 177, 96, 7),
(341, 8, 'Hana',  'Šarić', 'F', '1998-09-12', 181, 72, 6),
(342, 8, 'Ivana',  'Nikolić', 'F', '2006-04-16', 205, 81, 1),
(343, 8, 'Marina',  'Mikulić', 'F', '1995-09-17', 173, 82, 7),
(344, 8, 'Luka',  'Marinović', 'F', '1990-08-06', 164, 86, 1),
(345, 8, 'Lucija',  'Mišić', 'F', '1990-03-04', 207, 71, 2),
(346, 8, 'Nina',  'Dujmović', 'F', '2002-01-31', 166, 86, 8),
(347, 8, 'Lea',  'Perić', 'F', '2002-07-10', 203, 88, 2),
(348, 8, 'Nika',  'Jurić', 'F', '2006-07-17', 208, 75, 5),
(349, 8, 'Eva',  'Vuković', 'F', '1997-01-14', 191, 72, 6),
(350, 8, 'Gabriel',  'Jakovljević', 'M', '1992-12-31', 168, 79, 4),
(351, 8, 'Stjepan',  'Horvat', 'M', '2004-05-29', 199, 82, 5),
(352, 8, 'Antonio',  'Kovačić', 'M', '1995-10-29', 191, 99, 7),
(353, 8, 'Lovro',  'Kušec', 'M', '2000-11-22', 184, 78, 8),
(354, 8, 'Dorian',  'Dujmović', 'M', '1997-08-26', 181, 89, 9),
(355, 8, 'Nino',  'Babić', 'M', '1997-01-03', 210, 92, 2),
(356, 8, 'Roko',  'Šarić', 'M', '1996-07-15', 193, 87, 4),
(357, 8, 'David',  'Vuković', 'M', '2001-09-22', 185, 72, 7),
(358, 8, 'Lovro',  'Šarić', 'M', '2006-02-09', 160, 82, 7),
(359, 8, 'Ivan',  'Mišić', 'M', '2006-10-17', 201, 83, 10),
(360, 8, 'Ilija',  'Petrović', 'M', '2003-08-23', 161, 91, 7),
(361, 8, 'Lovro',  'Novak', 'M', '1993-05-08', 175, 73, 7),
(362, 8, 'Davor',  'Knežić', 'M', '2002-04-26', 188, 79, 8),
(363, 8, 'Roko',  'Božić', 'M', '1999-12-10', 197, 95, 1),
(364, 8, 'Roko',  'Mišić', 'M', '1998-06-28', 173, 83, 9),
(365, 8, 'Matija',  'Babić', 'M', '2003-12-22', 196, 86, 5),
(366, 8, 'David',  'Horvat', 'M', '2007-01-08', 163, 73, 5),
(367, 8, 'Nikola',  'Pavić', 'M', '2006-07-17', 168, 83, 8),
(368, 8, 'David',  'Ivančić', 'M', '1995-09-30', 171, 88, 7),
(369, 8, 'Filip',  'Babić', 'M', '1995-02-08', 194, 98, 6),
(370, 8, 'Lana',  'Horvat', 'F', '2000-11-29', 186, 100, 4),
(371, 8, 'Marina',  'Blažević', 'F', '2002-02-27', 163, 99, 7),
(372, 8, 'Ema',  'Knežić', 'F', '2006-09-24', 162, 85, 8),
(373, 8, 'Maja',  'Marinović', 'F', '2005-10-20', 186, 76, 1),
(374, 8, 'Tea',  'Sudar', 'F', '1990-06-15', 165, 75, 5),
(375, 8, 'Viktoria',  'Mikulić', 'F', '2003-11-01', 198, 93, 3),
(376, 8, 'Monika',  'Mišić', 'F', '1998-01-21', 188, 85, 3),
(377, 8, 'Monika',  'Radić', 'F', '2001-11-19', 177, 84, 10),
(378, 8, 'Mihaela',  'Dujmović', 'F', '2001-08-05', 195, 79, 1),
(379, 8, 'Marina',  'Nikolić', 'F', '2004-02-13', 206, 85, 9),
(380, 8, 'Barbara',  'Mikulić', 'F', '1999-04-13', 160, 81, 5),
(381, 8, 'Tea',  'Božić', 'F', '1993-01-13', 171, 88, 7),
(382, 8, 'Barbara',  'Vuković', 'F', '1994-07-16', 203, 93, 9),
(383, 8, 'Ivana',  'Kralj', 'F', '1992-06-03', 182, 89, 9),
(384, 8, 'Hana',  'Kos', 'F', '2001-01-12', 194, 92, 6),
(385, 8, 'Ema',  'Mikulić', 'F', '2006-10-17', 166, 71, 3),
(386, 8, 'Elena',  'Grgić', 'F', '2004-07-11', 205, 99, 6),
(387, 8, 'Magdalena',  'Jurić', 'F', '2007-07-08', 160, 76, 1),
(388, 8, 'Petra',  'Novak', 'F', '1993-11-30', 182, 99, 8),
(389, 8, 'Hana',  'Knežević', 'F', '1993-10-01', 204, 99, 7),
(390, 8, 'Marko',  'Kušec', 'M', '2003-07-13', 205, 78, 3),
(391, 8, 'Roko',  'Matić', 'M', '2001-07-14', 171, 93, 1),
(392, 8, 'Nikola',  'Barać', 'M', '1999-07-17', 189, 94, 7),
(393, 8, 'Antonio',  'Grgić', 'M', '1995-09-24', 184, 82, 7),
(394, 8, 'Filip',  'Kos', 'M', '1995-07-17', 202, 96, 1),
(395, 8, 'Josip',  'Bogdanović', 'M', '2004-06-11', 162, 99, 9),
(396, 8, 'Ilija',  'Pavić', 'M', '2006-08-15', 170, 84, 5),
(397, 8, 'Dorian',  'Jakovljević', 'M', '2005-08-17', 184, 77, 2),
(398, 8, 'Marin',  'Radić', 'M', '1992-09-21', 194, 82, 10),
(399, 8, 'Dorian',  'Barać', 'M', '2003-06-27', 206, 99, 7),
(400, 8, 'Kristijan',  'Sudar', 'M', '2000-08-05', 176, 91, 9),
(401, 8, 'Antonio',  'Horvat', 'M', '2002-01-04', 168, 87, 6),
(402, 8, 'Stipe',  'Mikulić', 'M', '2005-04-13', 168, 75, 6),
(403, 8, 'Matej',  'Novak', 'M', '1991-05-11', 194, 79, 2),
(404, 8, 'Matija',  'Grgić', 'M', '2001-03-26', 167, 82, 5),
(405, 8, 'Toni',  'Lovrić', 'M', '2002-05-20', 180, 86, 3),
(406, 8, 'Kristijan',  'Bogdanović', 'M', '2001-10-27', 174, 71, 1),
(407, 8, 'Bruno',  'Dujmović', 'M', '2000-06-28', 166, 89, 10),
(408, 8, 'Mario',  'Đurđević', 'M', '2007-08-04', 200, 72, 10),
(409, 8, 'Nikola',  'Ivančić', 'M', '2004-03-26', 169, 74, 4),
(410, 8, 'Mia',  'Kovačić', 'F', '1991-01-01', 169, 88, 4),
(411, 8, 'Tara',  'Ivančić', 'F', '1997-05-11', 195, 76, 7),
(412, 8, 'Dora',  'Babić', 'F', '1995-01-27', 203, 74, 5),
(413, 8, 'Dunja',  'Ivančić', 'F', '1993-11-06', 178, 73, 3),
(414, 8, 'Luka',  'Kovačević', 'F', '1991-04-22', 186, 71, 7),
(415, 8, 'Barbara',  'Božić', 'F', '2002-11-13', 170, 87, 5),
(416, 8, 'Ela',  'Božić', 'F', '1993-09-19', 197, 97, 5),
(417, 8, 'Elena',  'Horvat', 'F', '2004-07-16', 186, 70, 1),
(418, 8, 'Marta',  'Matić', 'F', '1990-09-25', 164, 75, 4),
(419, 8, 'Ela',  'Tomić', 'F', '1999-12-01', 203, 89, 9),
(420, 8, 'Marta',  'Kos', 'F', '2007-03-19', 186, 70, 5),
(421, 8, 'Maja',  'Marković', 'F', '1991-01-18', 182, 85, 10),
(422, 8, 'Klara',  'Kovačević', 'F', '2000-05-25', 198, 74, 2),
(423, 8, 'Karla',  'Kovačević', 'F', '1994-12-04', 202, 85, 7),
(424, 8, 'Tea',  'Vuković', 'F', '2002-03-06', 176, 97, 10),
(425, 8, 'Mihaela',  'Blažević', 'F', '1999-10-25', 188, 74, 10),
(426, 8, 'Magdalena',  'Božić', 'F', '2002-11-03', 161, 71, 3),
(427, 8, 'Lorena',  'Luketić', 'F', '1997-12-10', 206, 100, 10),
(428, 8, 'Mia',  'Radoš', 'F', '2000-12-30', 161, 71, 2),
(429, 8, 'Klara',  'Sudar', 'F', '1995-02-20', 209, 99, 8),
(430, 8, 'Fran',  'Radić', 'M', '1998-10-02', 177, 97, 5),
(431, 8, 'Filip',  'Radić', 'M', '1996-12-15', 175, 98, 2),
(432, 8, 'Petar',  'Lovrić', 'M', '2002-11-11', 194, 71, 5),
(433, 8, 'Matija',  'Horvat', 'M', '1997-01-19', 178, 87, 3),
(434, 8, 'Filip',  'Vuković', 'M', '1999-03-16', 186, 81, 5),
(435, 8, 'Marko',  'Ivančić', 'M', '1997-10-15', 209, 70, 5),
(436, 8, 'Leon',  'Kovaček', 'M', '2007-08-01', 208, 79, 7),
(437, 8, 'Dorian',  'Radoš', 'M', '1995-02-04', 195, 95, 7),
(438, 8, 'Roko',  'Perić', 'M', '2002-06-13', 164, 88, 1),
(439, 8, 'Filip',  'Đurđević', 'M', '1990-06-19', 193, 82, 6),
(440, 8, 'Dino',  'Barać', 'M', '2001-02-10', 193, 79, 3),
(441, 8, 'Stjepan',  'Kovačić', 'M', '1999-08-11', 173, 86, 6),
(442, 8, 'Leon',  'Dujmović', 'M', '1997-11-03', 168, 73, 9),
(443, 8, 'David',  'Kušec', 'M', '1998-03-23', 200, 94, 2),
(444, 8, 'Nikola',  'Lovrić', 'M', '1996-08-14', 172, 74, 1),
(445, 8, 'Ljubomir',  'Kušec', 'M', '2002-03-05', 168, 86, 3),
(446, 8, 'Davor',  'Matić', 'M', '1992-03-29', 168, 98, 5),
(447, 8, 'Dominik',  'Sudar', 'M', '1995-04-29', 186, 79, 4),
(448, 8, 'Luka',  'Kušec', 'M', '2001-03-16', 203, 90, 1),
(449, 8, 'Marin',  'Barać', 'M', '1991-04-23', 187, 99, 1),
(450, 8, 'Ana',  'Radić', 'F', '2001-10-03', 179, 81, 3),
(451, 8, 'Iva',  'Vuković', 'F', '1994-09-15', 194, 94, 7),
(452, 8, 'Nora',  'Nikolić', 'F', '2007-10-31', 196, 71, 3),
(453, 8, 'Lara',  'Ivančić', 'F', '1990-02-08', 165, 78, 10),
(454, 8, 'Barbara',  'Božić', 'F', '2001-07-22', 201, 88, 3),
(455, 8, 'Nora',  'Babić', 'F', '1995-08-31', 167, 98, 10),
(456, 8, 'Lea',  'Marinović', 'F', '2004-06-08', 198, 100, 3),
(457, 8, 'Lea',  'Nikolić', 'F', '1991-03-09', 172, 76, 6),
(458, 8, 'Luka',  'Radić', 'F', '1990-03-21', 181, 73, 6),
(459, 8, 'Anja',  'Pavić', 'F', '1993-09-22', 202, 90, 1),
(460, 8, 'Laura',  'Bogdanović', 'F', '2000-04-05', 194, 72, 3),
(461, 8, 'Petra',  'Vuković', 'F', '1992-11-17', 167, 89, 8),
(462, 8, 'Elena',  'Marković', 'F', '1994-10-28', 183, 77, 2),
(463, 8, 'Ana',  'Ivančić', 'F', '1993-04-07', 176, 85, 5),
(464, 8, 'Tara',  'Kovačić', 'F', '1999-01-09', 161, 98, 4),
(465, 8, 'Ivana',  'Petrović', 'F', '1995-10-23', 208, 88, 1),
(466, 8, 'Lena',  'Lovrić', 'F', '1990-10-25', 164, 87, 9),
(467, 8, 'Petra',  'Pavić', 'F', '1992-11-16', 167, 98, 8),
(468, 8, 'Lena',  'Mlinarić', 'F', '1993-07-29', 205, 81, 6),
(469, 8, 'Ela',  'Božić', 'F', '2002-11-06', 187, 82, 2),
(470, 8, 'Matej',  'Marinović', 'M', '2006-06-28', 196, 73, 4),
(471, 8, 'Mario',  'Mikulić', 'M', '1994-10-05', 207, 98, 9),
(472, 8, 'Lovro',  'Petrović', 'M', '2004-10-11', 165, 91, 5),
(473, 8, 'Davor',  'Mikulić', 'M', '1993-01-21', 165, 98, 1),
(474, 8, 'David',  'Babić', 'M', '2000-02-15', 168, 80, 2),
(475, 8, 'Karlo',  'Kovačić', 'M', '2005-08-16', 180, 82, 6),
(476, 8, 'Marin',  'Kos', 'M', '2006-10-30', 162, 83, 1),
(477, 8, 'Marko',  'Kušec', 'M', '1999-02-04', 191, 73, 4),
(478, 8, 'Ilija',  'Nikolić', 'M', '1993-08-29', 175, 94, 6),
(479, 8, 'Petar',  'Mlinarić', 'M', '1997-12-23', 191, 90, 8),
(480, 8, 'Ivano',  'Kovač', 'M', '2007-01-02', 162, 88, 5),
(481, 8, 'Roko',  'Jurić', 'M', '1996-10-15', 201, 94, 5),
(482, 8, 'Petar',  'Horvat', 'M', '2005-01-15', 166, 100, 1),
(483, 8, 'Dominik',  'Petrović', 'M', '1991-11-08', 172, 74, 6),
(484, 8, 'Ljubomir',  'Ivančić', 'M', '2004-09-07', 209, 91, 1),
