(35, 8, 'Leo',  'Sudar', 'M', '1998-02-21', 182, 81, 4),
(91, 8, 'Stipe',  'Mlinarić', 'M', '1990-05-24', 168, 77, 3),
(92, 8, 'Toni',  'Marinović', 'M', '1994-09-07', 169, 71, 9),
(93, 8, 'Filip',  'Sudar', 'M', '2005-08-21', 183, 90, 10),
(94, 8, 'Roko',  'Matić', 'M', '1990-02-19', 163, 98, 4),
(95, 8, 'Dinko',  'Luketić', 'M', '2001-08-22', 202, 96, 8),
(96, 8, 'Lovro',  'Barać', 'M', '2006-04-23', 196, 78, 5),
(97, 8, 'Filip',  'Novak', 'M', '1998-07-04', 190, 83, 4),
(98, 8, 'Stjepan',  'Kušec', 'M', '1997-12-10', 180, 73, 8),
(99, 8, 'Nino',  'Kovaček', 'M', '1995-10-15', 172, 75, 1),
(100, 8, 'Nikola',  'Marković', 'M', '1999-04-10', 189, 94, 4),
(101, 8, 'Antonio',  'Marković', 'M', '2006-10-15', 208, 78, 3),
(102, 8, 'Gabriel',  'Kušec', 'M', '1993-05-10', 179, 85, 8),
(103, 8, 'Borna',  'Kušec', 'M', '1991-03-22', 181, 81, 9),
(104, 8, 'David',  'Mišić', 'M', '1997-08-11', 164, 95, 9),
(105, 8, 'Dominik',  'Blažević', 'M', '2002-01-23', 202, 87, 5),
(106, 8, 'Lovro',  'Đurđević', 'M', '1997-06-24', 162, 81, 4),
(107, 8, 'Josip',  'Lovrić', 'M', '2003-05-23', 190, 93, 2),
(108, 8, 'Renato',  'Luketić', 'M', '1994-06-20', 175, 74, 9),
(109, 8, 'Toni',  'Nikolić', 'M', '1999-04-20', 167, 72, 8),
(110, 8, 'Lovro',  'Petrović', 'M', '1993-01-19', 206, 88, 7),
(111, 8, 'Lovro',  'Kovač', 'M', '2005-12-02', 210, 100, 7),
(112, 8, 'Filip',  'Šarić', 'M', '1999-11-12', 168, 70, 3),
(113, 8, 'Filip',  'Kovačević', 'M', '1993-01-01', 205, 80, 3),
(114, 8, 'Dino',  'Perić', 'M', '1997-07-31', 187, 84, 5),
(115, 8, 'Nino',  'Marinović', 'M', '1999-09-28', 162, 95, 8),
(116, 8, 'Mario',  'Bogdanović', 'M', '1990-01-18', 177, 71, 5),
(117, 8, 'Antonio',  'Lovrić', 'M', '2005-06-12', 192, 77, 6),
(118, 8, 'Dinko',  'Horvat', 'M', '2007-10-11', 181, 98, 2),
(119, 8, 'Filip',  'Knežević', 'M', '1993-11-07', 190, 72, 9),
(120, 8, 'Dario',  'Grgić', 'M', '1992-01-06', 209, 77, 3),
(121, 8, 'Josip',  'Kovač', 'M', '1992-08-21', 186, 77, 2),
(122, 8, 'Leon',  'Ivančić', 'M', '1993-04-16', 167, 71, 5),
(123, 8, 'Fran',  'Lovrić', 'M', '1992-01-20', 176, 81, 8),
(124, 8, 'Leo',  'Radoš', 'M', '2002-06-04', 176, 87, 5),
(125, 8, 'Dorian',  'Matić', 'M', '1999-01-13', 187, 79, 3),
(126, 8, 'Leon',  'Knežević', 'M', '2006-04-28', 170, 97, 7),
(127, 8, 'Petar',  'Kovač', 'M', '1992-03-16', 207, 99, 3),
(128, 8, 'Dario',  'Luketić', 'M', '2001-02-10', 193, 79, 1),
(129, 8, 'Bruno',  'Horvat', 'M', '1998-06-05', 197, 72, 4),
(130, 8, 'Dinko',  'Šarić', 'M', '2000-01-10', 174, 95, 3),
(131, 8, 'Leon',  'Knežević', 'M', '1998-11-13', 207, 85, 6),
(132, 8, 'Ivano',  'Kos', 'M', '1994-03-14', 210, 80, 10),
(133, 8, 'Matej',  'Marinović', 'M', '1993-10-02', 205, 79, 10),
(134, 8, 'Ivan',  'Pavić', 'M', '2004-06-17', 167, 90, 4),
(135, 8, 'Mario',  'Bogdanović', 'M', '1996-05-27', 166, 85, 3),
(136, 8, 'Petar',  'Petrović', 'M', '1990-08-23', 168, 71, 5),
(137, 8, 'Josip',  'Horvat', 'M', '1993-01-23', 171, 83, 3),
(138, 8, 'Bruno',  'Barać', 'M', '2004-09-05', 179, 97, 4),
(139, 8, 'Mario',  'Nikolić', 'M', '1992-03-01', 160, 88, 10),
(140, 8, 'David',  'Pavić', 'M', '2004-05-09', 188, 81, 10),
(141, 8, 'Bruno',  'Kovačević', 'M', '2000-02-02', 189, 74, 10),
(142, 8, 'Renato',  'Kovač', 'M', '2005-09-05', 188, 79, 9),
(143, 8, 'Lovro',  'Marković', 'M', '1998-01-27', 194, 78, 8),
(144, 8, 'Roko',  'Mikulić', 'M', '1998-12-06', 176, 89, 4),
(145, 8, 'Davor',  'Kovaček', 'M', '1998-08-12', 175, 89, 2),
(146, 8, 'Renato',  'Petrović', 'M', '1993-08-22', 163, 78, 7),
(147, 8, 'Bruno',  'Bogdanović', 'M', '2000-11-29', 208, 76, 4),
(148, 8, 'Kristijan',  'Dujmović', 'M', '1990-12-31', 175, 79, 10),
(149, 8, 'Leo',  'Perić', 'M', '1994-03-27', 177, 83, 3),
(150, 8, 'Kristijan',  'Kovaček', 'M', '2004-06-10', 203, 80, 1),
(151, 8, 'Lovro',  'Pavić', 'M', '2007-05-13', 206, 96, 1),
(152, 8, 'Nikola',  'Radić', 'M', '2000-03-12', 176, 87, 10),
(153, 8, 'Nikola',  'Kovačević', 'M', '1994-02-27', 205, 100, 3),
(154, 8, 'Nikola',  'Nikolić', 'M', '1993-09-02', 198, 75, 8),
(155, 8, 'Dominik',  'Novak', 'M', '2005-03-02', 179, 75, 4),
(156, 8, 'Kristijan',  'Novak', 'M', '1992-03-03', 167, 89, 3),
(157, 8, 'Stipe',  'Radoš', 'M', '1997-01-23', 163, 100, 4),
(158, 8, 'Fran',  'Matić', 'M', '1990-03-24', 173, 100, 7),
(159, 8, 'Stjepan',  'Luketić', 'M', '2003-05-11', 186, 91, 3),
(160, 8, 'Antonio',  'Radoš', 'M', '1990-01-04', 179, 100, 1),
(161, 8, 'Fran',  'Jakovljević', 'M', '2005-06-16', 184, 96, 4),
(162, 8, 'Antonio',  'Luketić', 'M', '1998-11-06', 182, 70, 3),
(163, 8, 'Karlo',  'Šarić', 'M', '1992-05-13', 180, 84, 10),
(164, 8, 'Josip',  'Perić', 'M', '1997-07-15', 210, 73, 3),
(165, 8, 'Petar',  'Pavić', 'M', '2001-05-30', 173, 82, 5),
(166, 8, 'Emanuel',  'Jakovljević', 'M', '2000-10-17', 204, 84, 3),
(167, 8, 'Stipe',  'Kovaček', 'M', '2005-09-11', 196, 100, 2),
(168, 8, 'Antonio',  'Radić', 'M', '1992-02-13', 171, 87, 5),
(169, 8, 'Matija',  'Horvat', 'M', '1990-07-18', 163, 87, 9),
(170, 8, 'Karlo',  'Kovač', 'M', '2001-09-21', 172, 73, 6),
(171, 8, 'Dinko',  'Kos', 'M', '1996-02-24', 192, 81, 8),
(172, 8, 'Toni',  'Jurić', 'M', '2001-05-13', 191, 98, 6),
(173, 8, 'Toni',  'Lovrić', 'M', '2001-10-13', 163, 94, 4),
(174, 8, 'Toni',  'Kovačić', 'M', '1999-01-29', 200, 75, 5),
(175, 8, 'Stjepan',  'Ivančić', 'M', '1991-06-07', 192, 89, 10),
(176, 8, 'Ilija',  'Mikulić', 'M', '2001-09-22', 204, 74, 3),
(177, 8, 'Dinko',  'Knežić', 'M', '2007-09-26', 179, 81, 1),
(178, 8, 'Marin',  'Radić', 'M', '2000-04-04', 199, 85, 3),
(179, 8, 'Roko',  'Đurđević', 'M', '2005-06-28', 204, 84, 5),
(180, 8, 'Dario',  'Perić', 'M', '2007-11-23', 163, 75, 5),
(181, 8, 'Filip',  'Jurić', 'M', '2006-01-04', 161, 84, 2),
(182, 8, 'Matej',  'Horvat', 'M', '2002-09-14', 209, 92, 5),
(183, 8, 'Filip',  'Kos', 'M', '2003-05-28', 203, 91, 4),
(184, 8, 'Gabriel',  'Mikulić', 'M', '2004-05-06', 186, 79, 1),
(185, 8, 'Ilija',  'Marković', 'M', '2006-11-05', 185, 84, 7),
(186, 8, 'Fran',  'Horvat', 'M', '1998-12-03', 193, 90, 2),
(187, 8, 'Renato',  'Knežić', 'M', '1994-05-10', 168, 81, 8),
(188, 8, 'Karlo',  'Vuković', 'M', '1993-02-28', 188, 95, 7),
(189, 8, 'Kristijan',  'Marinović', 'M', '1991-12-02', 173, 87, 3),
(190, 8, 'Marko',  'Kovačević', 'M', '1992-02-18', 205, 99, 4),
(191, 8, 'Fran',  'Nikolić', 'M', '2001-12-01', 176, 93, 3),
(192, 8, 'Ivan',  'Mikulić', 'M', '2006-10-08', 167, 100, 4),
(193, 8, 'Bruno',  'Babić', 'M', '2005-05-03', 196, 90, 8),
(194, 8, 'Renato',  'Horvat', 'M', '1996-03-07', 199, 78, 10),
(195, 8, 'Marin',  'Lovrić', 'M', '1995-10-22', 163, 93, 3),
(196, 8, 'Ilija',  'Kovačić', 'M', '2006-12-06', 210, 91, 5),
(197, 8, 'Luka',  'Matić', 'M', '1990-04-23', 193, 99, 2),
(198, 8, 'Karlo',  'Marković', 'M', '1999-06-23', 198, 100, 6),
(199, 8, 'Dominik',  'Bogdanović', 'M', '1995-11-29', 173, 75, 6),
(200, 8, 'Petar',  'Petrović', 'M', '1998-09-13', 160, 76, 4),
(201, 8, 'Toni',  'Horvat', 'M', '1993-07-16', 196, 89, 3),
(202, 8, 'Roko',  'Lovrić', 'M', '1996-07-27', 163, 100, 7),
(203, 8, 'Toni',  'Barać', 'M', '2002-01-23', 173, 91, 6),
(204, 8, 'Bruno',  'Barać', 'M', '2006-11-02', 173, 74, 8),
(205, 8, 'Fran',  'Mikulić', 'M', '1997-02-09', 194, 73, 6),
(206, 8, 'Ivan',  'Lovrić', 'M', '1990-04-19', 197, 93, 4),
(207, 8, 'Leo',  'Knežić', 'M', '2007-10-11', 201, 91, 2),
(208, 8, 'Dino',  'Novak', 'M', '2000-12-25', 174, 76, 9),
(209, 8, 'Fran',  'Kovač', 'M', '1998-04-04', 197, 77, 1),
(210, 8, 'Antonio',  'Mišić', 'M', '1992-11-11', 182, 95, 9),
(211, 8, 'Ivan',  'Dujmović', 'M', '2002-01-23', 190, 82, 4),
(212, 8, 'Davor',  'Đurđević', 'M', '2006-10-26', 191, 87, 4),
(213, 8, 'Marin',  'Nikolić', 'M', '1995-04-23', 201, 88, 4),
(214, 8, 'Emanuel',  'Barać', 'M', '1995-04-11', 199, 85, 10),
(215, 8, 'Stipe',  'Kos', 'M', '1990-04-24', 189, 78, 1),
(216, 8, 'Stipe',  'Mlinarić', 'M', '1992-04-17', 198, 78, 6),
(217, 8, 'Nino',  'Knežić', 'M', '2002-07-28', 185, 90, 3),
(218, 8, 'Stjepan',  'Tomić', 'M', '1994-10-16', 160, 87, 10),
(219, 8, 'Fran',  'Dujmović', 'M', '1998-10-29', 189, 96, 3),
(220, 8, 'Stipe',  'Novak', 'M', '1999-09-02', 200, 75, 9),
(221, 8, 'Gabriel',  'Luketić', 'M', '1992-10-18', 193, 88, 2),
(222, 8, 'Toni',  'Kos', 'M', '2001-07-10', 163, 90, 9),
(223, 8, 'Bruno',  'Kovač', 'M', '2000-04-29', 182, 82, 5),
(224, 8, 'Marko',  'Blažević', 'M', '2004-02-27', 169, 81, 2),
(225, 8, 'Ivan',  'Marković', 'M', '1997-03-29', 179, 77, 7),
(226, 8, 'Ilija',  'Jakovljević', 'M', '1996-07-30', 207, 100, 10),
(227, 8, 'Filip',  'Mikulić', 'M', '1999-08-28', 198, 70, 4),
(228, 8, 'Toni',  'Kos', 'M', '2006-12-04', 194, 96, 4),
(229, 8, 'Davor',  'Matić', 'M', '1999-10-22', 168, 77, 8),
(230, 8, 'Bruno',  'Marinović', 'M', '1997-10-30', 194, 89, 9),
(231, 8, 'Dino',  'Blažević', 'M', '1990-11-05', 199, 89, 1),
(232, 8, 'Dinko',  'Sudar', 'M', '2007-07-30', 187, 85, 8),
(233, 8, 'Marin',  'Đurđević', 'M', '2004-11-29', 174, 80, 10),
(234, 8, 'Luka',  'Kralj', 'M', '1996-05-09', 177, 78, 3),
(235, 8, 'Ivano',  'Perić', 'M', '2000-04-02', 182, 77, 1),
(236, 8, 'Lovro',  'Kovačević', 'M', '1993-02-06', 185, 95, 8),
(237, 8, 'Fran',  'Grgić', 'M', '2003-04-26', 181, 84, 10),
(238, 8, 'Dinko',  'Knežić', 'M', '1990-11-20', 204, 73, 10),
(239, 8, 'Fran',  'Bogdanović', 'M', '1997-05-06', 209, 88, 10),
(240, 8, 'Roko',  'Lovrić', 'M', '2001-08-07', 170, 81, 9),
(241, 8, 'Filip',  'Kovač', 'M', '1995-11-23', 196, 71, 1),
(242, 8, 'Emanuel',  'Radoš', 'M', '2006-02-08', 163, 95, 10),
(243, 8, 'Luka',  'Horvat', 'M', '1991-04-22', 191, 93, 6),
(244, 8, 'Renato',  'Bogdanović', 'M', '2005-10-24', 188, 75, 9),
(245, 8, 'Dario',  'Babić', 'M', '2005-09-09', 161, 85, 10),
(246, 8, 'Kristijan',  'Đurđević', 'M', '1997-01-19', 178, 84, 7),
(247, 8, 'Ivan',  'Marković', 'M', '1990-06-18', 205, 75, 7),
(248, 8, 'Stipe',  'Tomić', 'M', '2006-01-08', 170, 89, 1),
(249, 8, 'Stjepan',  'Kovačić', 'M', '1990-05-17', 168, 83, 10),
(250, 8, 'Josip',  'Dujmović', 'M', '1998-10-30', 189, 89, 7),
(251, 8, 'Dino',  'Kovač', 'M', '1993-04-28', 181, 78, 6),
(252, 8, 'Dino',  'Kovačić', 'M', '2001-04-09', 207, 81, 2),
(253, 8, 'Nino',  'Petrović', 'M', '1997-08-17', 167, 74, 3),
(254, 8, 'Davor',  'Kovačić', 'M', '2001-01-29', 210, 82, 8),
(255, 8, 'Dorian',  'Jakovljević', 'M', '2005-10-17', 167, 72, 6),
(256, 8, 'Gabriel',  'Grgić', 'M', '1999-12-26', 207, 83, 6),
(257, 8, 'Marko',  'Mišić', 'M', '2007-10-13', 179, 84, 10),
(258, 8, 'Karlo',  'Kos', 'M', '1995-03-13', 177, 100, 2),
(259, 8, 'Ivano',  'Božić', 'M', '1996-04-22', 204, 94, 3),
(260, 8, 'Matija',  'Mlinarić', 'M', '1995-01-13', 165, 99, 9),
(261, 8, 'Lovro',  'Kovač', 'M', '1995-04-25', 199, 75, 4),
(262, 8, 'Lovro',  'Kovačić', 'M', '1990-04-28', 204, 76, 8),
(263, 8, 'Nino',  'Blažević', 'M', '1994-01-29', 191, 94, 6),
(264, 8, 'Toni',  'Novak', 'M', '2007-11-04', 200, 92, 1),
(265, 8, 'Toni',  'Grgić', 'M', '1995-11-08', 195, 81, 6),
(266, 8, 'Luka',  'Jurić', 'M', '2003-12-16', 193, 81, 2),
(267, 8, 'Dino',  'Sudar', 'M', '2001-01-27', 205, 94, 9),
(268, 8, 'Dorian',  'Marinović', 'M', '1997-01-28', 188, 84, 4),
(269, 8, 'Borna',  'Knežić', 'M', '2006-02-11', 201, 98, 6),
(270, 8, 'Marko',  'Nikolić', 'M', '1998-01-15', 191, 71, 2),
(271, 8, 'Toni',  'Horvat', 'M', '2007-04-10', 184, 95, 8),
(272, 8, 'Stipe',  'Knežić', 'M', '2006-09-27', 198, 77, 2),
(273, 8, 'Marko',  'Jurić', 'M', '1998-05-15', 170, 82, 7),
(274, 8, 'Fran',  'Mišić', 'M', '2005-01-22', 181, 80, 2),
(275, 8, 'Nikola',  'Mlinarić', 'M', '1991-09-27', 204, 94, 4),
(276, 8, 'Leo',  'Kovač', 'M', '1995-12-25', 168, 79, 7),
(277, 8, 'Filip',  'Knežić', 'M', '2000-05-13', 179, 87, 5),
(278, 8, 'Marin',  'Blažević', 'M', '1998-09-09', 198, 78, 6),
(279, 8, 'Borna',  'Knežić', 'M', '1996-04-13', 180, 82, 5),
(280, 8, 'Lovro',  'Jurić', 'M', '1993-03-09', 188, 100, 6),
(281, 8, 'Ljubomir',  'Marković', 'M', '2000-07-16', 173, 75, 9),
(282, 8, 'Stipe',  'Nikolić', 'M', '2003-03-21', 194, 81, 10),
(283, 8, 'Antonio',  'Mlinarić', 'M', '2004-06-21', 170, 74, 9),
(284, 8, 'Renato',  'Radoš', 'M', '1995-07-30', 185, 72, 1),
(285, 8, 'David',  'Dujmović', 'M', '2002-01-27', 202, 70, 3),
(286, 8, 'Dominik',  'Kos', 'M', '2006-10-05', 204, 91, 2),
(287, 8, 'Nikola',  'Lovrić', 'M', '1994-02-09', 185, 74, 6),
(288, 8, 'Ivano',  'Božić', 'M', '1991-07-10', 170, 83, 5),
(289, 8, 'Marin',  'Babić', 'M', '1997-04-19', 184, 93, 2),
(290, 8, 'Luka',  'Božić', 'M', '2005-10-05', 210, 90, 2),
(291, 8, 'Ivan',  'Božić', 'M', '1997-02-25', 189, 99, 1),
(292, 8, 'Fran',  'Babić', 'M', '1994-11-17', 189, 77, 4),
(293, 8, 'Petar',  'Radoš', 'M', '1991-01-20', 199, 80, 7),
(294, 8, 'Nikola',  'Kovač', 'M', '1997-02-10', 182, 98, 9),
(295, 8, 'Borna',  'Bogdanović', 'M', '1991-06-06', 170, 83, 7),
(296, 8, 'Lovro',  'Mišić', 'M', '2006-06-03', 205, 70, 4),
(297, 8, 'Lovro',  'Mikulić', 'M', '1999-04-02', 166, 88, 3),
(298, 8, 'Renato',  'Šarić', 'M', '2003-12-06', 193, 95, 9),
(299, 8, 'Antonio',  'Radoš', 'M', '2004-10-26', 196, 80, 7),
(300, 8, 'Filip',  'Ivančić', 'M', '1995-08-23', 170, 82, 9),
(301, 8, 'Stjepan',  'Tomić', 'M', '2003-08-01', 199, 96, 9),
(302, 8, 'Renato',  'Knežić', 'M', '2002-10-28', 171, 80, 8),
(303, 8, 'Matej',  'Kovačević', 'M', '2003-07-11', 163, 88, 6),
(304, 8, 'Dinko',  'Mikulić', 'M', '2002-05-11', 210, 85, 3),
(305, 8, 'Bruno',  'Petrović', 'M', '1990-04-09', 201, 90, 8),
(306, 8, 'Antonio',  'Jakovljević', 'M', '1992-12-21', 210, 77, 3),
(307, 8, 'Petar',  'Nikolić', 'M', '2006-11-12', 167, 90, 5),
(308, 8, 'Matej',  'Radić', 'M', '1991-12-24', 172, 92, 6),
(309, 8, 'Dorian',  'Božić', 'M', '2007-08-28', 163, 80, 1),
(310, 8, 'Josip',  'Knežić', 'M', '1998-03-27', 187, 100, 5),
(311, 8, 'Mario',  'Mišić', 'M', '2005-06-17', 200, 91, 10),
(312, 8, 'Bruno',  'Blažević', 'M', '1990-03-03', 174, 96, 2),
(313, 8, 'Fran',  'Babić', 'M', '1995-10-29', 204, 86, 3),
(314, 8, 'Dino',  'Horvat', 'M', '1994-11-16', 178, 93, 6),
(315, 8, 'Karlo',  'Blažević', 'M', '2006-02-02', 162, 82, 10),
(316, 8, 'Toni',  'Kralj', 'M', '1995-06-14', 173, 78, 3),
(317, 8, 'Toni',  'Kovačević', 'M', '1990-09-22', 198, 97, 2),
(318, 8, 'Luka',  'Knežević', 'M', '2006-08-16', 167, 71, 5),
(319, 8, 'Lovro',  'Marković', 'M', '1999-04-30', 167, 78, 6),
(320, 8, 'Lovro',  'Jurić', 'M', '2004-07-10', 180, 77, 8),
(321, 8, 'Lovro',  'Kušec', 'M', '2005-11-18', 201, 87, 8),
(322, 8, 'David',  'Kovaček', 'M', '2005-09-13', 193, 96, 9),
(323, 8, 'Dino',  'Nikolić', 'M', '1993-04-02', 201, 85, 7),
(324, 8, 'David',  'Đurđević', 'M', '2007-07-26', 193, 85, 9),
(325, 8, 'Dino',  'Knežić', 'M', '1998-08-06', 166, 74, 7),
(326, 8, 'Dino',  'Luketić', 'M', '1997-05-07', 166, 74, 5),
(327, 8, 'Ilija',  'Babić', 'M', '1994-09-22', 161, 79, 2),
(328, 8, 'Ivan',  'Petrović', 'M', '1999-11-01', 181, 86, 1),
(329, 8, 'Kristijan',  'Kos', 'M', '2007-01-08', 164, 90, 5),
(330, 8, 'Leo',  'Đurđević', 'M', '1994-04-07', 196, 80, 7),
(331, 8, 'Ljubomir',  'Luketić', 'M', '2002-03-29', 181, 100, 9),
(332, 8, 'Josip',  'Luketić', 'M', '1995-06-16', 167, 74, 8),
(333, 8, 'Toni',  'Mišić', 'M', '1992-04-28', 191, 86, 8),
(334, 8, 'Leo',  'Jakovljević', 'M', '1997-08-10', 194, 95, 4),
(335, 8, 'Lovro',  'Petrović', 'M', '1992-08-26', 173, 73, 1),
(336, 8, 'Lovro',  'Kralj', 'M', '2002-05-02', 195, 70, 5),
(337, 8, 'Toni',  'Tomić', 'M', '1991-11-05', 188, 81, 4),
(338, 8, 'Dario',  'Pavić', 'M', '2006-09-15', 176, 94, 7),
(339, 8, 'Nino',  'Ivančić', 'M', '2005-09-09', 178, 79, 8),
(340, 8, 'Luka',  'Radoš', 'M', '1994-11-15', 176, 82, 2),
(341, 8, 'Bruno',  'Božić', 'M', '1999-03-02', 187, 76, 1),
(342, 8, 'Kristijan',  'Barać', 'M', '1992-02-01', 200, 98, 6),
(343, 8, 'Matej',  'Mikulić', 'M', '1995-06-27', 184, 88, 7),
(344, 8, 'Ivan',  'Barać', 'M', '1998-01-11', 196, 86, 2),
(345, 8, 'Dario',  'Marinović', 'M', '1995-05-16', 164, 93, 4),
(346, 8, 'Petar',  'Vuković', 'M', '2002-03-14', 193, 74, 7),
(347, 8, 'Renato',  'Dujmović', 'M', '2002-02-08', 204, 91, 6),
(348, 8, 'Stipe',  'Bogdanović', 'M', '1998-07-22', 162, 80, 9),
(349, 8, 'Dino',  'Lovrić', 'M', '2002-12-12', 173, 70, 4),
(350, 8, 'Nikola',  'Kovaček', 'M', '1992-03-28', 200, 76, 2),
(351, 8, 'Ljubomir',  'Tomić', 'M', '1994-05-10', 163, 96, 1),
(352, 8, 'Emanuel',  'Đurđević', 'M', '1992-01-03', 179, 97, 3),
(353, 8, 'Dorian',  'Perić', 'M', '2005-05-25', 206, 95, 10),
(354, 8, 'Renato',  'Babić', 'M', '1996-11-07', 194, 73, 3),
(355, 8, 'Davor',  'Marinović', 'M', '1994-08-02', 207, 100, 3),
(356, 8, 'Lovro',  'Kovačević', 'M', '2006-05-17', 176, 95, 2),
(357, 8, 'Gabriel',  'Tomić', 'M', '1997-07-18', 166, 70, 4),
(358, 8, 'Marin',  'Barać', 'M', '1992-02-27', 170, 81, 9),
(359, 8, 'Borna',  'Knežević', 'M', '2003-04-12', 169, 98, 7),
(360, 8, 'Emanuel',  'Kralj', 'M', '2004-07-08', 193, 84, 6),
(361, 8, 'Antonio',  'Babić', 'M', '1999-02-11', 162, 94, 10),
(362, 8, 'Ivan',  'Petrović', 'M', '2001-04-21', 202, 76, 1),
(363, 8, 'Toni',  'Babić', 'M', '2005-06-16', 160, 97, 10),
(364, 8, 'Dino',  'Nikolić', 'M', '2004-04-05', 167, 90, 2),
(365, 8, 'Ljubomir',  'Kovač', 'M', '2001-06-10', 174, 96, 4),
(366, 8, 'Marko',  'Jurić', 'M', '1999-04-24', 201, 80, 5),
(367, 8, 'Filip',  'Jurić', 'M', '1999-06-04', 194, 97, 10),
(368, 8, 'Mario',  'Grgić', 'M', '1991-04-09', 171, 96, 9),
